NCM;CAPITULO;Descrição;Início da Vigência;Fim da Vigência;uTrib
3044100;3;FILÉS DE SALMÕES-DO-PACÍFICO E SALM.DO DANÚBIO FRESC.RE;01/01/2016;;KG
3044200;3;FILÉS DE TRUTAS(SALMO TRUTA ETC.)FRESCOS OU REFRIGERADO;01/01/2016;;KG
3044300;3;FILÉS DE PEIXES CHATOS(PLEURONECTIDAE)FRESCOS OU REFRIG;01/01/2016;;KG
3044400;3;FILÉS PEIXES FAMÍLIAS(BREGMACEROTIDAE,ETC.)FRESC.REFRIG;01/01/2016;;KG
3044500;3;FILÉS DE ESPARDATE(XIPHIAS GLADIUS)FRESCOS OU REFRIG.;01/01/2016;;KG
3044600;3;FILÉS DE MERLUZA NEGRA E MERLUZA ANTÁRTICA FRESC.OU REF;01/01/2016;;KG
3044700;3;#NOME?;01/01/2017;;KG
3044800;3;#NOME?;01/01/2017;;KG
3044910;3;FILÉS DE CHERNE-POVEIRO(POLYPRION AMERICANUS)FRSC.OU RE;01/01/2016;;KG
3044920;3;FILÉS DE GAROUPAS(ACANTHISTIUS SPP.)FRESCOS OU REFRIG.;01/01/2016;;KG
3044990;3;OUTROS FILÉS DE PEIXES FRESCOS OU REFRIGERADOS;01/01/2016;;KG
3045100;3;CARNES D/TILÁPIAS,BAGRES,CARPAS,ENGUIAS,ETC.FRESC/REFRI;01/01/2016;;KG
3045200;3;CARNES D/SALMONÍDEOS FRESCOS OU REFRIGERADOS;01/01/2016;;KG
3045300;3;CARNES D/PEIXES DAS FAMÍLIAS BREGMACEROTIDAE,ETC.FRES/R;01/01/2016;;KG
3045400;3;CARNE D/ESPADARTE(XIPHIAS GLADIUS)FRESCO OU REFRIGERADO;01/01/2016;;KG
3045500;3;CARNES/MERLUZA NEGRA E MERLUZA ANTÁRTICA FRESC./REFRIG.;01/01/2016;;KG
3045600;3;#NOME?;01/01/2017;;KG
3045700;3;#NOME?;01/01/2017;;KG
3045900;3;OUTRAS CARNES DE PEIXE FRESCAS OU REFRIGERADAS;01/01/2016;;KG
3046100;3;FILÉS DE TILÁPIAS(OREOCHROMIS SPP.) CONGELADOS;01/01/2016;;KG
3046210;3;FILÉ DE BAGRE(ICTALURUS PUNTACTUS) CONGELADO;01/01/2016;;KG
3046290;3;OUTROS FILÉS DE BAGRES, CONGELADOS;01/01/2016;;KG
3046300;3;FILÉS DE PERCA-DO-NILO(LATES NILOTICUS) CONGELADOS;01/01/2016;;KG
3046900;3;OUTROS FILÉS CONGELADOS;01/01/2016;;KG
3047100;3;FILÉ DE BACALHAU-DO-ATLÂNTICO/GROELÂNDIA/PACÍFICO,CONG.;01/01/2016;;KG
3047200;3;FILÉ DE HADDOCK OU LUBINA(MALANOGRAMMUS AEGLEFINUS)CONG;01/01/2016;;KG
3047300;3;FILÉ DE SAITHE(POLLACHIUS VIRENS)CONGELADO;01/01/2016;;KG
3047400;3;FILÉS DE MERLUZAS E ABRÓTEAS CONGELADOS;01/01/2016;;KG
3047500;3;FILÉS DE MERLUZA-DO-ALASCA(THERAGRA CHALCOGRAMMA)CONG.;01/01/2016;;KG
3047900;3;OUTROS FILÉS DE PEIXES CONGELADOS;01/01/2016;;KG
3048100;3;FILÉS DE SALMÕES-DO-PACÍFICO/ATLÂNTICO/DANÚBIO CONGELAD;01/01/2016;;KG
3048200;3;FILÉS DE TRUTAS(SALMO TRUTTA, ETC.),CONGELADOS;01/01/2016;;KG
3048300;3;FILÉS DE PEIXES CHATOS(PLEURONECTIDAE,ETC.),CONGELADOS;01/01/2016;;KG
3048400;3;FILÉS DE ESPADART(XIPHIAS GLADIUS) CONGELADOS;01/01/2016;;KG
3048510;3;FILÉS DE MERLUZA NEGRA(DISSOSTICHUS ELEGINOIDES)CONG.;01/01/2016;;KG
3048520;3;FILÉS DE MERLUZA ANTÁRTICA(DISSOSTICHUS MAWSONI)CONG.;01/01/2016;;KG
3048600;3;FILÉS DE ARENQUES(CLUPEA HARENGUS,CLUPEA PALLASIL)CONG.;01/01/2016;;KG
3048700;3;FILÉS DE ATUNS,BONITO-LISTRADO CONGELADOS;01/01/2016;;KG
3048810;3;TUBARÃO-AZUL (PRIONACE GLAUCA);01/01/2017;;KG
3048890;3;OUTROS;01/01/2017;;KG
3048910;3;FILÉS DE PARGO(LUTJANUS PURPUREUS) CONGELADOS;01/01/2016;;KG
3048920;3;FILÉS DE CHERNE-POVEIRO(POLYPRION AMERICANUS)CONGELADOS;01/01/2016;;KG
3048930;3;FILÉS DE GAROUPAS(ACANTHISTIUS SPP.)CONGELADOS;01/01/2016;;KG
3048940;3;FILÉS DE TUBARÃO-AZUL(PRIONACE GLAUCA)CONGELADOS;01/01/2016;31/03/2017;KG
3048990;3;OUTROS FILÉS DE PEIXES CONGELADOS;01/01/2016;;KG
3049100;3;ESPADARTES (XIPHIAS GLADIUS)FRESC/REFR/CONG.;01/01/2016;;KG
3049211;3;BOCHECHAS (#CHEEKS#)D/MARLONGAS-NEGRAS,FRESC/REFR/CONG.;01/01/2016;;KG
3049212;3;COLARES (#COLLARS#)D/MARLONGAS-NEGRAS,FRESC/REFR/CONG.;01/01/2016;;KG
3049219;3;OUTS.CARNES DE MARLONGAS-NEGRAS, FRESC/REFR/CONG.;01/01/2016;;KG
3049221;3;BOCHECHAS D/MARLONGAS-DO-ANTÁRTICO,FRESC/REFR/CONG.;01/01/2016;;KG
3049222;3;COLARES D/MARLONGAS-DO-ANTÁRTICO,FRESC/REFR/CONG.;01/01/2016;;KG
3049229;3;OUTS.CARN.D/MARLONGAS-DO-ANTÁRTICO,FRESC/REFR/CONG.;01/01/2016;;KG
3049300;3;CARNES DE TILÁPIAS,CARPAS,ENGUIAS,PERCA-DO-NILO,ETC.CON;01/01/2016;;KG
3049400;3;CARNE DE MERLUZA DO ALASCA(THERAGRA CHALCOGRAMMA)CONG.;01/01/2016;;KG
3049500;3;CARNES DE PEIXES DAS FAMÍLIAS BREGMACEROTIDAE,ETC.CONG.;01/01/2016;;KG
3049600;3;#NOME?;01/01/2017;;KG
3049700;3;#NOME?;01/01/2017;;KG
3049900;3;OUTRAS CARNES DE PEIXES CONGELADOS;01/01/2016;;KG
3051000;3;FARINHAS,PÓS E #PELLETS#,DE PEIXE,P/ALIM.HUM.;01/01/2016;;KG
3052000;3;FÍGADOS,OVAS,SÊMEN D/PEIXES,SECOS,DEF.SALG.;01/01/2016;;KG
3053100;3;FILÉS DE TILÁLIA,BAGRE,CARPA ETC.SEC.SALG.SALMOURA;01/01/2016;;KG
3053210;3;FILÉS D/BACALHAU DO ATLÂNT.GROELÂND.PACÍF.SEC.SALG.SALM;01/01/2016;;KG
3053220;3;FILÉS DE SAITH(POLLACHIUS VIRENS)SEC.SALG.SALMOURA;01/01/2016;;KG
3053230;3;LING (MOLVA MOLVA) E ZARBO (BROSME BROSME);01/01/2017;;KG
3053290;3;OUTS.FILÉS PEIXES D/FAMÍLIA BREGMACEROTIDAE)SEC.SAL.SAL;01/01/2016;;KG
3053900;3;#NOME?;01/01/2017;;KG
3053910;3;FILÉS DE LING E ZARBO SECOS,SALGADOS,SALMOURA NÃO DEFUM;01/01/2016;31/03/2017;KG
3053990;3;OUTROS FILÉS DE PEIXES,SECOS,SALGADOS,SALMOURA,NÃO DEFU;01/01/2016;31/03/2017;KG
3054100;3;SALMÕES DO PACÍFICOS,DO ATLÃNTICO,DO DANÚBIO,DEFUMADOS;01/01/2016;;KG
3054200;3;ARENQUES(CLUPEA HARENGUS,CLUPEA PALLASII)DEFUMADOS;01/01/2016;;KG
3054300;3;TRUTAS (SALMO TRUTTA,ONCORHYNCHUS,ETC.)DEFUMADOS;01/01/2016;;KG
3054400;3;TILÁPIAS,BAGRES,CARPAS,ENGUIAS,PERCA DO NILO,CAB.SERP.D;01/01/2016;;KG
3054910;3;BACALHAU-DO-ATLÃNTICO,GROELÂNDIA,PACÍFICO,DEFUMADOS;01/01/2016;;KG
3054920;3;SAITHE(POLLACHIUS VIRENS)LING(MOLVA MOLVA) ZARBO,DEFUMA;01/01/2016;;KG
3054990;3;OUTROS PEIXES DEFUMADOS;01/01/2016;;KG
3055100;3;BACALHAU DO ATLÂNTICO,GROELÂNDIA,PACÍFICO,SECOS;01/01/2016;;KG
3055200;3;-- TILÁPIAS (OREOCHROMIS SPP.), BAGRES (PEIXES-GATO*) (;01/01/2017;;KG
3055310;3;BACALHAU POLAR (BOREOGADUS SAIDA), SAITHE (POLLACHIUS V;01/01/2017;;KG
3055390;3;OUTROS;01/01/2017;;KG
3055400;3;-- ARENQUES (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVA;01/01/2017;;KG
3055900;3;#NOME?;01/01/2017;;KG
3055910;3;BACALHAU POLAR,SAITHE,LING,ZARBO,HADDOCK OU LUBINA,SECO;01/01/2016;31/03/2017;KG
3055990;3;OUTROS PEIXES SECOS;01/01/2016;31/03/2017;KG
3056100;3;ARENQUES(CLUPEA HARENGUS,CLUPEA PALLASII)SALG.E EM SALM;01/01/2016;;KG
3056200;3;BACALHAU-DO-ATLÃNTICO,GROELÂNDIA,PACÍFICO,SALG.E EM SAL;01/01/2016;;KG
3056300;3;ANCHOVAS(ENGRAULIS SPP,),SALGADOS E EM SALMOURA;01/01/2016;;KG
3056400;3;TILÁPIAS,BAGRES,CARPAS,ENGUIAS,ETC.SALGADOS E EM SALM.;01/01/2016;;KG
3056910;3;SAITHE,LING,ZARBO,SALGADO E EM SALMOURA;01/01/2016;;KG
3056990;3;OUTROS PEIXES SALGADOS E EM SALMOURA;01/01/2016;;KG
3057100;3;BARBATANAS DE TUBARÃO SALGADOS E EM SALMOURA;01/01/2016;;KG
3057200;3;CABEÇAS,CAUDAS,BEXIGAS NATATÓRIAS DE PEIXES SALG.EM SAL;01/01/2016;;KG
3057900;3;OUTROS DESPERDÍCIOS COMESTÍVEIS DE PEIXES,SALG.E EM SAL;01/01/2016;;KG
3061110;3;LAGOSTAS INTEIRAS(PALINURUS SPP.PALINURUS SPP,ETC.),CON;01/01/2016;;KG
3061190;3;OUTRAS LAGOSTAS CONGELADAS;01/01/2016;;KG
3061200;3;LAVAGANTES(HOMARUS SPP.) CONGELADOS;01/01/2016;;KG
3061400;3;CARANGUEJOS, CONGELADOS;01/01/2016;;KG
3061500;3;LAGOSTA NORUEGUESA(NEPHROPS NORVEGICUS)CONGELADA;01/01/2016;;KG
3061610;3;CAMARÕES INTEIROS DE ÁGUA FRIA,CONGELADOS;01/01/2016;;KG
3061690;3;OUTROS CAMARÕES DE ÁGUA FRIA,CONGELADOS;01/01/2016;;KG
3061710;3;CAMARÕES INTEIROS CONGELADOS;01/01/2016;;KG
3061790;3;OUTROS CAMARÕES CONGELADOS;01/01/2016;;KG
3061910;3;KRILL(EUPHAUSIA SUPERBA) CONGELADO;01/01/2016;;KG
3061990;3;OUTS.FARINHAS,PÓS,PELLETS DE CRUSTÁCEOS P/ALIM.HUM.CONG;01/01/2016;;KG
3062100;3;LAGOSTAS(PALINURUS SPP.PALINURUS SPP.,JASUS SPP.)Ñ CONG;01/01/2016;31/03/2017;KG
3062200;3;LAVAGANTES (HOMARUS SPP.),NÃO CONGELADOS;01/01/2016;31/03/2017;KG
3062400;3;CARANGUEJOS, NÃO CONGELADOS;01/01/2016;31/03/2017;KG
3062500;3;LAGOSTA NORUEGUESA(NEPHROPS NORVEGICUS)NÃO CONGELADA;01/01/2016;31/03/2017;KG
3062600;3;CAMARÕES DE ÁGUA FRIA, NÃO CONGELADOS;01/01/2016;31/03/2017;KG
3062700;3;OUTROS CAMARÕES NÃO CONGELADOS;01/01/2016;31/03/2017;KG
3062910;3;LAGOSTA DE ÁGUA DOCE(CHERAX QUADRICARINATUS)NÃO CONG.;01/01/2016;31/03/2017;KG
3062990;3;OUTS.FARINHAS,PÓS,PELLETS DE CRUSTÁCEOS,P/ALIM.HUM.Ñ CO;01/01/2016;31/03/2017;KG
3063100;3;-- LAGOSTAS (PALINURUS SPP., PANULIRUS SPP., JASUS SPP.;01/01/2017;;KG
3063200;3;#NOME?;01/01/2017;;KG
3063300;3;#NOME?;01/01/2017;;KG
3063400;3;-- LAGOSTA NORUEGUESA (LAGOSTIM*) (NEPHROPS NORVEGICUS);01/01/2017;;KG
3063500;3;-- CAMARÕES DE ÁGUA FRIA (PANDALUS SPP., CRANGON CRANGO;01/01/2017;;KG
3063600;3;#NOME?;01/01/2017;;KG
3063910;3;LAGOSTA DE ÁGUA DOCE (CHERAX QUADRICARINATUS);01/01/2017;;KG
3063990;3;OUTROS;01/01/2017;;KG
3069100;3;-- LAGOSTAS (PALINURUS SPP., PANULIRUS SPP., JASUS SPP.;01/01/2017;;KG
3069200;3;#NOME?;01/01/2017;;KG
3069300;3;#NOME?;01/01/2017;;KG
3069400;3;-- LAGOSTA NORUEGUESA (LAGOSTIM*) (NEPHROPS NORVEGICUS);01/01/2017;;KG
3069500;3;#NOME?;01/01/2017;;KG
3069910;3;LAGOSTA DE ÁGUA DOCE (CHERAX QUADRICARINATUS);01/01/2017;;KG
3069990;3;OUTROS;01/01/2017;;KG
3071100;3;OUTRAS VIVAS,FRESCAS OU REFRIGERADAS;01/01/2016;;KG
3071200;3;#NOME?;01/01/2017;;KG
3071900;3;OUTRAS OSTRAS;01/01/2016;;KG
3072100;3;VIVOS, FRESCOS OU REFRIGERADOS;01/01/2016;;KG
3072200;3;;01/01/2017;;KG
3072900;3;OUTROS VIEIRAS E OUTROS MARISCOS;01/01/2016;;KG
3073100;3;MEXILHÕES, VIVOS, FRESCOS OU REFRIGERADOS;01/01/2016;;KG
3073200;3;#NOME?;01/01/2017;;KG
3073900;3;OUTROS MEXILHÕES(MYTILUS SPP.,PERNA SPP.);01/01/2016;;KG
3074100;3;SIBAS,SEPIOLAS,LULAS VIVAS,FRESCAS OU REFR.;01/01/2016;31/03/2017;KG
3074200;3;-- VIVAS, FRESCAS OU REFRIGERADAS;01/01/2017;;KG
3074310;3;LULAS;01/01/2017;;KG
3074320;3;SÉPIAS;01/01/2017;;KG
3074900;3;#NOME?;01/01/2017;;KG
3074911;3;CALAMAR OU LULA, CONGELADOS;01/01/2016;31/03/2017;KG
3074919;3;OUTS SIBAS E SEPIOLAS CONGELADAS;01/01/2016;31/03/2017;KG
3074990;3;OUTRAS LULAS CONGELADAS;01/01/2016;31/03/2017;KG
3075100;3;POLVOS(OCTOPUS SPP.),VIVOS,FRESCOS OU REFR.;01/01/2016;;KG
3075200;3;#NOME?;01/01/2017;;KG
3075900;3;#NOME?;01/01/2017;;KG
3075910;3;POLVOS(OCTOPUS SPP.), CONGELADOS;01/01/2016;31/03/2017;KG
3075990;3;OUTROS POLVOS;01/01/2016;31/03/2017;KG
3076000;3;CARACÓIS, EXCETO OS DO MAR;01/01/2016;;KG
3077100;3;AMEIJOAS,BERBIGÕES E ARCAS,VIVOS,FRESCOS OU REFRIGERADO;01/01/2016;;KG
3077200;3;#NOME?;01/01/2017;;KG
3077900;3;OUTROS AMEIJOAS, BERBIGÕES E ARCAS;01/01/2016;;KG
3078100;3;ABALONES(HALIOTIS SPP.)VIVOS,FRESCOS OU REFRIGERADOS;01/01/2016;;KG
3078200;3;-- ESTROMBOS (STROMBUS SPP.) VIVOS, FRESCOS OU REFRIGER;01/01/2017;;KG
3078300;3;-- ABALONES (ORELHAS-DO-MAR*) (HALIOTIS SPP.) CONGELADO;01/01/2017;;KG
3078400;3;#NOME?;01/01/2017;;KG
3078700;3;-- OUTROS ABALONES (OUTRAS ORELHAS-DO-MAR*) (HALIOTIS S;01/01/2017;;KG
3078800;3;#NOME?;01/01/2017;;KG
3078900;3;OUTROS ABALONES ( HALIOTIS SPP.);01/01/2016;31/03/2017;KG
3079100;3;MOLUSCOS,FARINHAS,PÓS E PELLETS,VIVOS,FRESCOS OU REFRIG;01/01/2016;;KG
3079200;3;#NOME?;01/01/2017;;KG
3079900;3;OUTROS MOLUSCOS,FARINHAS,PÓS,PELLETS;01/01/2016;;KG
3081100;3;PEPINOS-DO-MAR(STICHOPUS JAPONICUS,ETC.)VIVOS,FRESC.REF;01/01/2016;;KG
3081200;3;#NOME?;01/01/2017;;KG
3081900;3;OUTROS PEPINOS-DO-MAR(STICHOPUS,JAPONICUS,HOLOTHURIOIDE;01/01/2016;;KG
3082100;3;OURIÇOS-DO-MAR(STRONGYLOCENTROTUS SPP.ETC)VIVOS,FRSC.RE;01/01/2016;;KG
3082200;3;#NOME?;01/01/2017;;KG
3082900;3;OUTROS OURIÇOS DO MAR(STRONGYLOCENTROTUS SPP.,ETC.);01/01/2016;;KG
3083000;3;MEDUSAS(ÁGUAS-VIVAS) (RHOPILEMA SPP.);01/01/2016;;KG
3089000;3;OUTROS INVERTEBRADOS AQUÁTICOS;01/01/2016;;KG
4011010;4;LEITE,TEOR EM PESO MAT.GORDA Ñ SUP.A 1%(UHT);01/01/2016;;KG
4011090;4;OUTS.LEITES TEOR EM PESO MAT.GORDA Ñ SUP.1%;01/01/2016;;KG
4012010;4;LEITE,TEOR PESO MAT.GORDA D/.1% A 6% (UHT);01/01/2016;;KG
4012090;4;OUTS.LEITES TEOR PESO MAT.GORDA D/.1% A 6%;01/01/2016;;KG
4014010;4;LEITE,GORD.SUP.6% Ñ SUP.A 10% Ñ CONC.Ñ ADIC.AÇUC.E EDUL;01/01/2016;;KG
4014021;4;CREME LEITE UHT,GORD.SUP. 10% Ñ CONC.Ñ ADIC.AÇUC.E EDUL;01/01/2016;;KG
4014029;4;OUTROS CREMES LEITE,GORD.SUP.10% Ñ CONC./ADIC.AÇUC.EDUL;01/01/2016;;KG
4015010;4;LEITE,GORD.SUP.A 10% Ñ CONC.Ñ ADIC. DE AÇUCAR E EDULC.;01/01/2016;;KG
4015021;4;CREME LEITE UHT,GORD.SUP. 10% Ñ CONC.Ñ ADIC.AÇUC.E EDUL;01/01/2016;;KG
4015029;4;OUTROS CREMES LEITE,GORD.SUP.10% Ñ CONC./ADIC.AÇUC.EDUL;01/01/2016;;KG
4021010;4;LEITE,OUTS,MAT.GORD.Ñ SUP.1,5%,AS,PH,CU<5 PPM;01/01/2016;;KG
4021090;4;OUTS.LEITES,ETC,MAT.GORD.Ñ SUP.1,5%;01/01/2016;;KG
4022110;4;LEITE INTEGRAL,MAT.GORD.SUP.1,5%, S/AÇÚCAR;01/01/2016;;KG
4022120;4;LEITE PARC.DESN.MAT.GORD.SUP.1,5%, S/AÇÚCAR;01/01/2016;;KG
4022130;4;CREME DE LEITE,MAT.GORD.SUP.1,5%, S/AÇÚCAR;01/01/2016;;KG
4022910;4;LEITE INTEGRAL,MAT.GORD.>1,5%, C/AÇÚCAR;01/01/2016;;KG
4022920;4;CREME DE LEITE,MAT.GORD.SUP.1,5%, C/AÇÚCAR;01/01/2016;;KG
4022930;4;CREME DE LEITE,MAT.GORD.>1,5%, C/AÇÚCAR;01/01/2016;;KG
4029100;4;OUTS.LEITES E CREM. S/AÇÚCAR E EDULCORANTES;01/01/2016;;KG
4029900;4;OUTS.LEITES E CREM.C/AÇÚCAR E EDULCORANTES;01/01/2016;;KG
4031000;4;IOGURTE;01/01/2016;;KG
4039000;4;OUTROS LEITES/CREME D/LEITE,FERM.OU ACIDIFIC.;01/01/2016;;KG
4041000;4;SORO LEITE,MODIF.OU Ñ,MMO CONCENTR. ADOÇADO;01/01/2016;;KG
4049000;4;OUTS.PROD.CONST.P/COMP.NATURAIS DO LEITE;01/01/2016;;KG
4051000;4;MANTEIGAS;01/01/2016;;KG
4052000;4;PASTAS D/ESPALHAR D/PROD.PROVENIENT.D/LEITE;01/01/2016;;KG
4059010;4;ÓLEO BUTIRICO DE MANTEIGA(BUTTER OIL);01/01/2016;;KG
4059090;4;OUTS.MATÉRIAS GORDAS PROVENIENTES DO LEITE;01/01/2016;;KG
4061010;4;MUSSARELA;01/01/2016;;KG
4061090;4;OUTROS QUEIJOS FRESC,INCLUSIVE O REQUEIJÃO;01/01/2016;;KG
4062000;4;QUEIJOS RALADOS OU EM PÓ, DE QUALQUER TIPO;01/01/2016;;KG
4063000;4;QUEIJOS FUNDIDOS, EXCETO RALADOS OU EM PÓ;01/01/2016;;KG
4064000;4;QUEIJOS DE PASTA MOFADA;01/01/2016;;KG
4069010;4;QUEIJOS C/TEOR D/UMIDADE <36,0%, EM PESO (MASSA DURA);01/01/2016;;KG
4069020;4;QUEIJOS C/TEOR D/UM.>=36,0%E<46,0%,PES.(MASSA SEMIDURA);01/01/2016;;KG
4069030;4;QUEIJOS C/TEOR D/UMID.>=46,0%E<55,0%,PESO (MASSA MACIA);01/01/2016;;KG
4069090;4;OUTROS QUEIJOS;01/01/2016;;KG
4071100;4;OVOS DE AVES ,ESPÉC.GALLUS DOMESTICUS,FERTILIZ.P/INCUBA;01/01/2016;;KG
4071900;4;OUTROS OVOS DE AVES,FERTILIZADOS DESTINADOS À INCUBAÇÃO;01/01/2016;;KG
4072100;4;OVOS DE AVES,DA ESPÉCIE GALLUS DOMESTICUS,FRESCOS;01/01/2016;;KG
4072900;4;OUTROS OVOS DE AVES FRESCOS;01/01/2016;;KG
4079000;4;OUTROS OVOS DE AVES,C/CASCA,CONSERVADOS OU COZIDOS;01/01/2016;;KG
4081100;4;GEMAS DE OVOS, SECAS;01/01/2016;;KG
4081900;4;OUTRAS GEMAS DE OVOS;01/01/2016;;KG
4089100;4;OVOS D/AVES S/CASCA SECOS;01/01/2016;;KG
4089900;4;OUTROS OVOS D/AVES S/CASCA;01/01/2016;;KG
4090000;4;MEL NATURAL;01/01/2016;;KG
4100000;4;PRODS.COMEST.ORIG.ANIM.Ñ ESPECIF.OUTS.POS.;01/01/2016;;KG
5010000;5;CABELO EM BRUTO,LAV,DESENG.DESPERDÍCIO;01/01/2016;;KG
5021011;5;CERDAS DE PORCO,LAV.ALVEJ.S/GOR.MMO TINTAS;01/01/2016;;KG
5021019;5;OUTRAS CERDAS DE PORCO;01/01/2016;;KG
5021090;5;OUTRAS CERDAS DE JAVALI E DESPERDÍCIOS;01/01/2016;;KG
5029010;5;PÊLOS D/TEXUGO E OUTS PÊLOS P/ESCOVA;01/01/2016;;KG
5029020;5;DESPERDÍCIOS DE PÊLOS;01/01/2016;;KG
5040011;5;TRIPAS DE BOVINOS, INTEIRAS OU PEDAÇOS;01/01/2016;;KG
5040012;5;TRIPAS DE OVINOS, INTEIRAS OU PEDAÇOS;01/01/2016;;KG
5040013;5;TRIPAS DE SUÍNOS, INTEIRAS OU PEDAÇOS;01/01/2016;;KG
5040019;5;OUTRAS TRIPAS D/ANIMAIS INTEIRAS OU PEDAÇOS;01/01/2016;;KG
5040090;5;OUTS.BEXIGAS E ESTÔMAGOS,INTEIROS/PEDAÇOS;01/01/2016;;KG
5051000;5;PENAS D/AVES UTILIZ.P/ENCHIMENTO,PENUGEM;01/01/2016;;KG
5059000;5;OUTS.PELES E PARTES AVES,PÓS,DESPERD.,PENA;01/01/2016;;KG
5061000;5;OSSEÍNA E OSSOS ACIDULADOS;01/01/2016;;KG
5069000;5;OUTS.OSSOS/NÚCLEOS CÓRNEOS,BRUT,PÓS,DESP.;01/01/2016;;KG
5071000;5;MARFIM SEUS PÓS E DESPERDÍCIOS;01/01/2016;;KG
5079000;5;CARAPAÇA DE TARTARUGA, CHIFRE, CASCOS, ETC;01/01/2016;;KG
5080000;5;CORAL,CONCHA,CARAPAÇA D/MOLUSC. BRUT,PREP.;01/01/2016;;KG
5100010;5;PÂNCREAS BOV.,P/ PREP.P/FARM.,FRESC.,CONG.;01/01/2016;;KG
5100090;5;OUTS.SUBST.ORIG.ANIM.P/PREP.PRODS.FARMAC.;01/01/2016;;KG
5111000;5;SÊMEN DE BOVINO;01/01/2016;;G
5119110;5;OVAS DE PEIXES, FECUNDADA P/ REPRODUÇÃO;01/01/2016;;KG
5119190;5;OUTS.PRODS.D/PEIXE,ETC.IMPRÓP.P/ALIM.HUMANA;01/01/2016;;KG
5119910;5;EMBRIÕES DE ANIMAIS;01/01/2016;;KG
5119920;5;SÊMEN ANIMAL;01/01/2016;;KG
5119930;5;OVOS DE BICHO DA SEDA;01/01/2016;;KG
5119991;5;CRINAS E DESPERDÍCIOS, MESMO EM MANTAS;01/01/2016;;KG
5119999;5;OUTS.PROD.D/ORIGEM ANIMAL,IMPRÓP.P/ALIM.HUM.;01/01/2016;;KG
6011000;6;BULBOS,TUBERC.RAÍZES,RIZOMAS,EM REP.VEGET.;01/01/2016;;UN
6012000;6;BULBOS,TUBERC.E OUTS.EM VEG.,MUDAS,PLANTAS;01/01/2016;;UN
6021000;6;ESTACAS NÃO ENRAIZADAS E ENXERTOS;01/01/2016;;UN
6022000;6;ÁRVORE,ARBUSTO,SILVADOS,DE FRUTOS COMEST.;01/01/2016;;UN
6023000;6;RODODENDROS E AZALÉIAS,ENXERTADOS OU NÃO;01/01/2016;;UN
6024000;6;ROSEIRAS ENXERTADAS OU NÃO;01/01/2016;;UN
6029010;6;MICÉLIOS DE COGUMELO;01/01/2016;;KG
6029021;6;MUDAS DE ORQUÍDEAS;01/01/2016;;KG
6029029;6;OUTRAS MUDAS DE PLANTAS ORNAMENTAIS;01/01/2016;;KG
6029081;6;MUDAS DE CANA-DE-AÇÚCAR;01/01/2016;;KG
6029082;6;MUDAS DE VIDEIRA;01/01/2016;;KG
6029083;6;MUDAS DE CAFÉ;01/01/2016;;KG
6029089;6;OUTRAS MUDAS DE PLANTAS NÃO ORNAMENTAIS;01/01/2016;;KG
6029090;6;OUTRAS PLANTAS VIVAS;01/01/2016;;KG
6031100;6;ROSAS E SEUS BOTÕES,CORT.P/BUQUÊS,ORN.FRES.;01/01/2016;;KG
6031200;6;CRAVOS E SEUS BOTÔES,CORT.P/BUQUÊS,ORN.FRES.;01/01/2016;;KG
6031300;6;ORQUÍDEAS SEUS BOTS.,CORT.P/BUQUÊS,ORN.FRES.;01/01/2016;;KG
6031400;6;CRISÂNTEMOS SEUS BOTS.CORT.P/BUQS.,ORN.FRES.;01/01/2016;;KG
6031500;6;LÍRIOS (LILIUM SPP.)SEUS BOTÕES,CORT.P/BUQUÊS,ORN.FRESC;01/01/2016;;KG
6031900;6;OUTRAS FLORES SEUS BOTS.CORT.P/BUQÊS,ORN. FRESCOS;01/01/2016;;KG
6039000;6;OUTS.FLORES E BOTÕES,CORT.P/BUQUÊS,ORNAM.;01/01/2016;;KG
6042000;6;FOLHAGEM,FOLHAS,RAMOS, FRESCOS IMPR./PRESP.D/OUTRO MODO;01/01/2016;;KG
6049000;6;OUTS.FOLHAGEM,FOLHAS,RAMOS SECOS,BRANQ.TING.D/OUT.MODO;01/01/2016;;KG
7011000;7;BATATA FRESCA OU REFRIGERADA, P/SEMEADURA;01/01/2016;;KG
7019000;7;OUTRAS BATATAS, FRESCAS OU REFRIGERADAS;01/01/2016;;KG
7020000;7;TOMATES, FRESCOS OU REFRIGERADOS;01/01/2016;;KG
7031011;7;CEBOLAS FRESCAS OU REFRIG. P/SEMEADURA;01/01/2016;;KG
7031019;7;OUTRAS CEBOLAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG
7031021;7;#ÉCHALOTES#,FRESCAS OU REFRIG. P/SEMEADURA;01/01/2016;;KG
7031029;7;OUTRAS #ÉCHALOTES FRESCAS OU REFRIGERADAS;01/01/2016;;KG
7032010;7;ALHOS FRESCOS OU REFRIG. P/SEMEADURA;01/01/2016;;KG
7032090;7;OUTROS ALHOS FRESCOS OU REFRIGERADOS;01/01/2016;;KG
7039010;7;ALHOS-PORROS E PROD.ALIÁCEOS P/SEMEADURA;01/01/2016;;KG
7039090;7;OUTROS ALHOS E PROD. ALIÁCEOS;01/01/2016;;KG
7041000;7;COUVE-FLOR E BROCÓLOS, FRESCOS OU REFRIGS.;01/01/2016;;KG
